"District/LEA","District #","School","School #","Private","Charter","T-I Prev.","T-I Curr.","Grades","Address","City","Zip","Map","Link","Stats","Phone","Fax","Chartered By","Opened","Closed","Principal/Director","Principal Name","Principal Email"
"The Academy at Cedar Mountain","JN","The Academy at Cedar Mountain","975","Private","","","","9 - 12","1441 SOUTH CAMPUS DR","CEDAR CITY","84720","geo:37.652291,-113.074329","","","435-867-5555","435-867-0005","","2001","","Principal","Wandajo Tuttle",""
"The American Academy","AA","The American Academy","951","Private","","","","9 - 12","310 S. Main St.","SALT LAKE CITY","84101","geo:40.7623795,-111.8938119","www.theamericanacademy.com","","855-954-5472","","","2015","","Administrator","",""
"The Center for Creativity Innovation and Discovery","2L","The Center for Creativity Innovation and Discovery","300","Public","Charter","Title I","Title I","K - 8","PO Box 693","PROVIDENCE","84332","geo:41.7147965,-111.8225481","ccidschool.org","https://datagateway.schools.utah.gov/Schools/2L300","435-258-7097","435-994-3379","State Charter School Board (SCSB)","2017","","Director","",""
"The School of Autistic Healing","AG","The School of Autistic Healing","999","Private","","","","K - 12","PO BOX 711526","COTTONWOOD","84171","geo:40.626498,-111.834561","http://www.autistichealing.org/","","801-738-1568","801-439-2810","","2010","","Director","","lora.sorensen10@gmail.com"
"Thomas Edison","94","Thomas Edison","100","Public","Charter","","","K - 8","180 E 2600 N","NORTH LOGAN","84341","geo:41.779644,-111.829157","http://www.thomased.org","https://datagateway.schools.utah.gov/Schools/94100","435-787-2820","435-787-0299","State Charter School Board (SCSB)","2002","","Principal","Shem Smith","ssmith@edisoncs.org"
"Thomas Edison","94","Thomas Edison - South","110","Public","Charter","","","K - 8","1275 W 2350 S","NIBLEY","84321","geo:41.689436,-111.864384","http://www.thomased.org","https://datagateway.schools.utah.gov/Schools/94110","435-752-0123","435-787-4350","State Charter School Board (SCSB)","2008","","Principal","Melani Kirk","mkirk@edisoncs.org"
"Timpanogos Academy","95","Timpanogos Academy","110","Public","Charter","","","K - 6","70 S TITAN TRAIL","LINDON","84042","geo:40.33677,-111.712967","http://www.timpacademy.org","https://datagateway.schools.utah.gov/Schools/95110","801-785-4979","801-785-9690","State Charter School Board (SCSB)","2002","","Principal","Errol Porter","eporter@timpacademy.org"
"Tintic District","29","Eureka School","108","Public","","Title I","Title I","Pre - 6","P O BOX 170 55 E MAIN","EUREKA","84628","geo:39.956496,-112.113332","http://www.tintic.k12.ut.us/ees/","https://datagateway.schools.utah.gov/Schools/29108","435-433-6927","435-433-6622","","1982","","Principal","Brian Ward","bward@tintic.org"
"Tintic District","29","Tintic High","704","Public","","","","7 - 12","P O BOX 230 525 E MAIN","EUREKA","84628","geo:39.959251,-112.104732","http://www.tintic.k12.ut.us/ths/ths/index.htm","https://datagateway.schools.utah.gov/Schools/29704","435-433-6939","435-433-6845","","1982","","Principal","Gregory Thornock","gthornock@tintic.org"
"Tintic District","29","Tintic Preschool","100","Public","","","","Pre","PO BOX 210 55 E MAIN","EUREKA","84628","geo:39.956304,-112.113265","","https://datagateway.schools.utah.gov/Schools/29100","435-433-6363","","","2002","","Principal","",""
"Tintic District","29","West Desert High School","112","Public","","","","Pre - 6","440 TROUT CREEK","TROUT CREEK","84083","geo:39.691005,-113.830061","http://www.tintic.k12.ut.us/wdhs/wdhs.htm","https://datagateway.schools.utah.gov/Schools/29112","435-693-3193","435-693-3193","","1979","","Principal","Mario Johnson","mjohnson@tintic.org"
"Tintic District","29","West Desert High School","708","Public","","","","7 - 12","440 TROUT CREEK","TROUT CREEK","84083","geo:39.691005,-113.830061","http://www.tintic.k12.ut.us/wdhs/wdhs.htm","https://datagateway.schools.utah.gov/Schools/29708","435-693-3112","435-693-3112","","1979","","Principal","Tony White","twhite@tintic.org"
"Tooele District","30","Anna Smith School","140","Public","","Title I","Title I","Pre - 6","P O BOX 879 731 N ARIA","WENDOVER","84083","geo:40.741635,-114.043149","https://portal.tooelesd.org/webPages/Container.jsp?url=Calendar.jsp&currTeacher=CN%3DASES+WEB%2COU%3","https://datagateway.schools.utah.gov/Schools/30140","435-665-0470","435-665-7562","","1982","","Principal","Odila Conica","oconica@tooeleschools.org"
"Tooele District","30","Blue Peak High","740","Public","","","","K - 12","211 S TOOELE BLVD","TOOELE","84074","geo:40.528386,-112.340184","https://portal.tooelesd.org/webPages/Container.jsp?url=teacherhome.jsp&currTeacher=CN%3DTSH+WEB%2COU","https://datagateway.schools.utah.gov/Schools/30740","435-833-8700","435-833-8785","","1983","","Principal","Kendall Topham","ktopham@tooeleschools.org"
"Tooele District","30","Clarke N. Johnsen Jr High","408","Public","","","","7 - 8","2152 N 400 W","TOOELE","84074","geo:40.568497,-112.293366","https://portal.tooelesd.org/webPages/Container.jsp?url=teacherhome.jsp&currTeacher=CN%3DCNJJH+WEB%2C","https://datagateway.schools.utah.gov/Schools/30408","435-833-1939","435-843-3816","","2006","","Principal","Krista Sparks","ksparks@tooeleschools.org"
"Tooele District","30","Copper Canyon School","102","Public","","","Title I","Pre - 6","1600 N BROADWAY","TOOELE","84074","geo:40.559791,-112.28834","https://portal.tooelesd.org/webPages/Container.jsp?url=teacherhome.jsp&currTeacher=CN%3DCCES+WEB%2CO","https://datagateway.schools.utah.gov/Schools/30102","435-843-3820","435-843-3824","","2004","","Principal","Terri Chynoweth","tchynoweth@tooeleschools.org"
"Tooele District","30","Dugway","600","Public","","","","K - 12","5010 E School Street","DUGWAY","84022","geo:40.2293159,-112.7478266","","https://datagateway.schools.utah.gov/Schools/30600","435-831-4090","435-831-4091","","2016","","Principal","Jeffery Wyatt",""
"Tooele District","30","Early Learning Center","101","Public","","","","Pre","555 E VINE","TOOELE","84074","geo:40.531093,-112.282546","","https://datagateway.schools.utah.gov/Schools/30101","435-833-1966","435-833-1998","","1977","","Principal","Dee Ann Hall","dhall@tooeleschools.org"
"Tooele District","30","Grantsville High","708","Public","","","","9 - 12","155 E CHERRY ST","GRANTSVILLE","84029","geo:40.59601,-112.457715","http://ghs.tooele.k12.ut.us/moodle/","https://datagateway.schools.utah.gov/Schools/30708","435-884-4500","435-884-4519","","1967","","Principal","Kenna Aagard","kaagard@tooeleschools.org"
"Tooele District","30","Grantsville Jr High","308","Public","","","","7 - 8","318 S HALE","GRANTSVILLE","84029","geo:40.591142,-112.464565","https://portal.tooelesd.org/webPages/teacherhome.jsp?currTeacher=CN%3DGJHS+WEB%2COU%3DWEB%2COU%3DTCS","https://datagateway.schools.utah.gov/Schools/30308","435-884-4510","435-884-4513","","1982","","Principal","Matthew Parker","mparker@tooeleschools.org"
"Tooele District","30","Grantsville School","108","Public","","","","Pre - 6","50 S PARK ST","GRANTSVILLE","84029","geo:40.599364,-112.468246","https://portal.tooelesd.org/webPages/Container.jsp?url=teacherhome.jsp&currTeacher=CN%3DGES+WEB%2COU","https://datagateway.schools.utah.gov/Schools/30108","435-884-9991","435-884-9992","","1953","","Principal","Jeff Zaleski","jzaleski@tooeleschools.org"
"Tooele District","30","Ibapah School","116","Public","","","","K - 6","116 EAGLE'S NEST PO Box 6087","IBAPAH","84034","geo:40.036646,-113.985915","","https://datagateway.schools.utah.gov/Schools/30116","435-234-1113","435-234-1175","","1960","","Principal","Odila Conica","oconica@tooeleschools.org"
"Tooele District","30","Middle Canyon School","128","Public","","","","K - 6","751 E 1000 N","TOOELE","84074","geo:40.55201,-112.278242","https://portal.tooelesd.org/webPages/Container.jsp?url=teacherhome.jsp&currTeacher=CN%3DMCES+WEB%2CO","https://datagateway.schools.utah.gov/Schools/30128","435-833-1906","435-843-3802","","2002","","Principal","Donna Goss","dgoss@tooeleschools.org"
"Tooele District","30","Northlake School","132","Public","","Title I","Title I","K - 6","268 N COLEMAN","TOOELE","84074","geo:40.53548,-112.312561","https://portal.tooelesd.org/webPages/Container.jsp?url=teacherhome.jsp&currTeacher=CN%3DNLES+WEb%2CO","https://datagateway.schools.utah.gov/Schools/30132","435-833-1940","435-833-1943","","1982","","Principal","Stephanie Feldmann","sfeldman@tooeleschools.org"
"Tooele District","30","Old Mill School","152","Public","","","","Pre - 6","130 E Brigham Rd","STANSBURY PARK","84074","geo:40.650893,-112.301576","www.tooeleschools.org","https://datagateway.schools.utah.gov/Schools/30152","435-833-1900","","","2017","","Principal","Cody Reutzel","creutzel@tooeleschools.org"
"Tooele District","30","Overlake School","134","Public","","","","K - 6","2052 N 170 W","TOOELE","84074","geo:40.566511,-112.306321","https://portal.tooelesd.org/webPages/teachercustomhome.jsp?currTeacher=CN%3DOLES+WEB%2COU%3DWEB%2COU","https://datagateway.schools.utah.gov/Schools/30134","435-843-3805","435-843-3809","","2002","","Principal","Thomas Trotter","ttrotter@tooeleschools.org"
"Tooele District","30","Rose Springs School","124","Public","","","","K - 6","5349 N INSBROOK PLACE","STANSBURY PARK","84074","geo:40.626159,-112.293675","https://portal.tooelesd.org/webPages/Container.jsp?url=teacherhome.jsp&currTeacher=CN%3DRSES+WEB%2CO","https://datagateway.schools.utah.gov/Schools/30124","435-833-9015","435-833-9207","","2005","","Principal","Andrew Peterson","apeterson@tooeleschools.org"
"Tooele District","30","Settlement Canyon School","138","Public","","","","K - 6","935 WEST TIMPIE ROAD","TOOELE","84074","geo:40.513954,-112.322266","https://portal.tooelesd.org/webPages/Container.jsp?url=teacherhome.jsp&currTeacher=CN%3DSCES+WEB%2CO","https://datagateway.schools.utah.gov/Schools/30138","435-882-4597","435-882-0760","","2007","","Principal","Camille Hanson","chanson@tooeleschools.org"
"Tooele District","30","Stansbury High","720","Public","","","","9 - 12","5300 N ABERDEEN LANE","STANSBURY PARK","84074","geo:40.63065,-112.30382","http://www.stansburyhigh.org/","https://datagateway.schools.utah.gov/Schools/30720","435-882-2479","435-882-4049","","2009","","Principal","Gailynn Warr","gwarr@tooeleschools.org"
"Tooele District","30","Stansbury Park School","120","Public","","","","K - 6","485 COUNTRY CLUB DR","STANSBURY PARK","84074","geo:40.644873,-112.289566","https://portal.tooelesd.org/webPages/Container.jsp?url=teacherhome.jsp&currTeacher=CN%3DSPES+WEB%2CO","https://datagateway.schools.utah.gov/Schools/30120","435-833-1968","435-833-1972","","1980","","Principal","Ronda Silva","rsilva@tooeleschools.org"
"Tooele District","30","Sterling School","150","Public","","Title I","Title I","Pre - 6","251 N. 1st St.","TOOELE","84074","geo:40.5357494,-112.2939659","","https://datagateway.schools.utah.gov/Schools/30150","435-833-1961","435-833-1965","","2016","","Principal","Jonathan Marble","jmarble@tooeleschools.org"
"Tooele District","30","Tooele Community Learning Center","730","Public","","","","9 - 12","211 S TOOELE BLVD","TOOELE","84074","geo:40.5261009,-112.3243124","http://www.tatc.edu/about/map_clc.php","https://datagateway.schools.utah.gov/Schools/30730","435-833-8700","435-833-8785","","2010","","Principal","Kendall Topham",""
"Tooele District","30","Tooele High","712","Public","","","","9 - 12","301 W VINE ST","TOOELE","84074","geo:40.529776,-112.308158","http://www.tooelehigh.org/","https://datagateway.schools.utah.gov/Schools/30712","435-833-1978","435-833-1984","","1949","","Principal","Andy Carlsen","acarlsen@tooeleschools.org"
"Tooele District","30","Tooele Jr High","404","Public","","","","7 - 8","411 W VINE ST","TOOELE","84074","geo:40.530239,-112.309896","https://portal.tooelesd.org/webPages/Container.jsp?url=teacherhome.jsp&currTeacher=CN%3DLarry+Abraha","https://datagateway.schools.utah.gov/Schools/30404","435-833-1921","435-833-1923","","1964","","Principal","William Gochis","bgochis@tooeleschools.org"
"Tooele District","30","Tooele Online K-8","780","Public","","","","null","92 S LODESTONE WAY","TOOELE","84074","geo:40.531618,-112.346937","","https://datagateway.schools.utah.gov/Schools/30780","435-833-1900","","","2012","2019","Administrator","Heidi Ross","hross@tooeleschools.org"
"Tooele District","30","Vernon School","136","Public","","","","K - 6","70 N MAIN","VERNON","84080","geo:40.093523,-112.432995","https://portal.tooelesd.org/webPages/Container.jsp?url=teacherhome.jsp&currTeacher=CN%3DVES+WEB%2COU","https://datagateway.schools.utah.gov/Schools/30136","435-839-3433","435-839-3433","","1929","","Coordinator","Jeffery Wyatt","jwyatt@tooeleschools.org"
"Tooele District","30","Wendover High","714","Public","","Title I","Title I","7 - 12","P O BOX 610 110 WILDCAT BLVD","WENDOVER","84083","geo:40.736522,-114.037321","https://portal.tooelesd.org/webPages/Container.jsp?url=teacherhome.jsp&currTeacher=CN%3DWHS+WEB%2COU","https://datagateway.schools.utah.gov/Schools/30714","435-665-2343","435-665-7706","","1965","","Principal","Heather Castagno","hcastagno@tooeleschools.org"
"Tooele District","30","West School","142","Public","","","","Pre - 6","451 W 300 S","TOOELE","84074","geo:40.524765,-112.310938","https://portal.tooelesd.org/webPages/Container.jsp?url=teacherhome.jsp&currTeacher=CN%3DWES+WEB%2COU","https://datagateway.schools.utah.gov/Schools/30142","435-833-1931","435-833-1933","","1959","","Principal","Clint Poole","cpoole@tooeleschools.org"
"Tooele District","30","Willow School","146","Public","","","","K - 6","439 S WILLOW ST","GRANTSVILLE","84029","geo:40.587628,-112.448309","https://portal.tooelesd.org/webPages/Container.jsp?url=teacherhome.jsp&currTeacher=CN%3DWIES+WEB%2CO","https://datagateway.schools.utah.gov/Schools/30146","435-884-4527","435-884-4531","","2002","","Principal","Angela Gillette","agillette@tooeleschools.org"
"Treeside Charter School","7L","Treeside Charter School","110","Public","Charter","Title I","Title I","K - 6","1724 South State Street","PROVO","84606","geo:40.2099511,-111.6338087","treesidecharter.org","https://datagateway.schools.utah.gov/Schools/7L110","385-309-1668","385-557-5237","State Charter School Board (SCSB)","2017","","Administrator","Benjamin Johnson","bjohnson@treesidecharter.org"
"Triumph Academy","NV","Triumph Academy","951","Private","","","","7 - 12","PO BOX 526","BRIGHAM CITY","84302","geo:41.50881,-112.028945","www.triumphacademy.org","","435-538-5061","","","2008","","Director","Joette Hayden","joette@triumpacademy.org"
"Tuacahn High School for the Performing Arts","90","Tuacahn High School for the Performing Arts","700","Public","Charter","Title I","Title I","9 - 12","1100 TUACAHN DR","IVINS","84738","geo:37.189856,-113.659506","http://www.tuacahnhs.org","https://datagateway.schools.utah.gov/Schools/90700","435-652-3201","435-652-3306","State Charter School Board (SCSB)","1999","","Principal","Andrew Williams","dwilliams@tuacahnhs.org"
"Turn-About Ranch","FT","Turn-About Ranch","TFT","Private","","","","7 - 12","PO BOX 345","ESCALANTE","84726","geo:37.77476,-111.594125","","","800-842-1165","","","2002","","Administrator","",""
